"pk";"final_hostname";"final_ip";"_time";"final_ip_type";"final_ip_subnet_network_type";"final_ip_zone";"final_ip_zone_location";"metisCreatedDate";"shortDescription";"primarySupportGroup";"primaryUsedBy";"ComputerDn";"OrgUnitDn";"LocationFromAd_L";"LocationFromAd_City";"CountryFromAd";"LocationAbbreviation";"OuObjectDescription";"FromApplicationOu"
"10.17.22.236";;"10.17.22.236";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-240_FERTIGUNGSNETZ_FORD_CD_4_L1";"DE_An_Ansbach";"2025-09-09T14:13:24.000+00:00";"n/a";"Germany North East1";"Luca Ortner (AnP/W5910-1)";;;;;;;;"False"
"an0z1090";"an0z1090";"10.17.24.14";"2025-11-08T11:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-242_FERTIGUNGSNETZ_HAL_103";"DE_An_Ansbach";"";"";"";"";"CN=AN0Z1090,OU=Gen9,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"an0x5250";"an0x5250";"10.17.37.176";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-247_FERTIGUNGSNETZ_ABS9_L204_KTL2";"DE_An_Ansbach";"";"";"";"";"CN=AN0X5250,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"an0z1088";"an0z1088";"10.17.39.1";"2025-11-17T08:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-0249_FERTIGUNGSNETZ_TEF_LABOR";"DE_An_Ansbach";"";"";"";"";"CN=AN0Z1088,OU=Airbag,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"an0z2108";"an0z2108";"10.17.42.41";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-252_FERTIGUNGSNETZ_L106";"DE_An_Ansbach";"";"";"";"";"CN=AN0Z2108,OU=Linie 5,OU=Airbag,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"wx0qmm02";"wx0qmm02";"10.177.104.34";"2025-11-01T00:00:00.000+0100";"Bosch Intranet";"Server";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"WX0QMM02";"ESX Server Service";"";"CN=WX0QMM02,OU=NewDeployed,OU=ITSEC,OU=SERVERCOMPUTERS,OU=Ci-winserver,OU=Applications,DC=APAC,DC=bosch,DC=com";;;;;;;"False"
"10.182.132.57";;"10.182.132.57";"2025-10-29T15:00:00.000+0100";"Bosch Intranet";"Office";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"pg-ut3095c";"pg-ut3095c";"10.182.135.101";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-300_B108L1REDZ01";"MY_Pg_Penang";"2025-09-09T14:13:24.000+00:00";"FCT20_N012";"ITM-AE-PgP1 CSG";"MOE7PG1 Production PrRBMA (PgP1/TEF7)";;;;;;;;"False"
"pg-ut2791c";"pg-ut2791c";"10.182.135.130";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-300_B108L1REDZ01";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"pg-ut3512c";"pg-ut3512c";"10.182.135.148";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-300_B108L1REDZ01";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"pg-ut2804c";"pg-ut2804c";"10.182.135.161";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-300_B108L1REDZ01";"MY_Pg_Penang";"";"";"";"";"CN=PG-UT2804C,OU=Clientcomputers,OU=Pg,DC=APAC,DC=bosch,DC=com";"OU=Pg,DC=APAC,DC=bosch,DC=com";"Penang";;"MY";"Pg";"Location OU for Penang, Malaysia";"False"
"pg-ut2991c";"pg-ut2991c";"10.182.135.165";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-300_B108L1REDZ01";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"pg-ut4220c";"pg-ut4220c";"10.182.135.225";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-300_B108L1REDZ01";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"10.182.135.230";;"10.182.135.230";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-300_B108L1REDZ01";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"moe3-7002";"moe3-7002";"10.182.136.133";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-310_B108L1REDZ02";"MY_Pg_Penang";"2025-09-09T14:13:24.000+00:00";"FCT30_H011";"ITM-AE-PgP1 CSG";"MOE7PG1 Production PrRBMA (PgP1/TEF7)";"CN=MOE3-7002,CN=Computers,DC=APAC,DC=bosch,DC=com";;;;;;;"False"
"10.182.136.136";;"10.182.136.136";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-310_B108L1REDZ02";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"10.182.136.223";;"10.182.136.223";"2025-11-12T16:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-310_B108L1REDZ02";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"10.182.136.225";;"10.182.136.225";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-310_B108L1REDZ02";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"10.182.136.250";;"10.182.136.250";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-PG-310_B108L1REDZ02";"MY_Pg_Penang";"";"";"";"";;;;;;;;"False"
"hc-c-0034d";;"10.185.64.96";"2025-11-11T05:00:00.000+0100";"Bosch Intranet";"Office_WLAN";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"Asia/Pacific SEA Vietnam -Vn-";"Duc Nguyen Tuan (SX/EIT-MM-TM-OS)";;;;;;;;"False"
"hc-c-0034d";;"10.185.64.96";"2025-11-11T05:00:00.000+0100";"Bosch Intranet";"Office_WLAN";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"Asia/Pacific SEA Vietnam -Vn-";"Duc Nguyen Tuan (SX/EIT-MM-TM-OS)";;;;;;;;"False"
"sgpvm00795";"sgpvm00795";"10.187.170.138";"2025-11-18T17:00:00.000+0100";"Bosch Security Layer";"Server";"RSZ-SL4-485_VMGT_SGP";"Singapore";"2025-09-09T14:13:24.000+00:00";"New Infra - Scan Engine 4 -4";"ESX Server Service";"";"CN=SGPVM00795,OU=NoGPO,OU=SERVERCOMPUTERS,OU=Ci-unixserver,OU=Applications,DC=APAC,DC=bosch,DC=com";;;;;;;"False"
"sgpvm00796";"sgpvm00796";"10.187.170.139";"2025-11-18T17:00:00.000+0100";"Bosch Security Layer";"Server";"RSZ-SL4-485_VMGT_SGP";"Singapore";"2025-09-09T14:13:24.000+00:00";"New infra - scanner 12 - 3";"ESX Server Service";"";"CN=SGPVM00796,OU=NoGPO,OU=SERVERCOMPUTERS,OU=Ci-unixserver,OU=Applications,DC=APAC,DC=bosch,DC=com";;;;;;;"False"
"sgpvm00797";"sgpvm00797";"10.187.170.140";"2025-11-18T17:00:00.000+0100";"Bosch Security Layer";"Server";"RSZ-SL4-485_VMGT_SGP";"Singapore";"2025-09-09T14:13:24.000+00:00";"New infra - scanner 11 - 3";"ESX Server Service";"";"CN=SGPVM00797,OU=NoGPO,OU=SERVERCOMPUTERS,OU=Ci-unixserver,OU=Applications,DC=APAC,DC=bosch,DC=com";;;;;;;"False"
"promikst2";"promikst2";"10.225.103.60";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-JU2-11_GLOBALA-BCM";"MX_Ju2_Juarez_CH";"2025-09-09T14:13:24.000+00:00";"Flash / PC";"ITM-AE-JU-JUP1 CSG";"Juan Angel Rascon Valdez (JuP1/MFP71)";"CN=PROMIKST2,OU=NonPeacy,OU=Clientcomputers,OU=Ju2,DC=us,DC=bosch,DC=com";"OU=Ju2,DC=us,DC=bosch,DC=com";"Juarez";;"MX";"Ju2";"Location OU for Juarez, Mexico";"False"
"ad0vm00024";"ad0vm00024";"10.225.43.203";"2025-11-17T05:00:00.000+0100";"Bosch Intranet";"Server";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Monitoring for RBNA-HSE2";"ESX Server Service";"";"CN=AD0VM00024,OU=NewDeployed,OU=ITSEC,OU=SERVERCOMPUTERS,OU=Ci-winserver,OU=Applications,DC=us,DC=bosch,DC=com";;;;;;;"False"
"10.225.49.77";"AD1A9DF3D";"10.225.49.77";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AD-251_TCMQMM";"US_Ad_Anderson_SC";"";"";"";"";;;;;;;;"False"
"10.225.49.78";"AD1CDACF0";"10.225.49.78";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AD-251_TCMQMM";"US_Ad_Anderson_SC";"";"";"";"";;;;;;;;"False"
"ju-3c7c6a";"ju-3c7c6a";"10.225.98.22";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-JU2-4_PK3";"MX_Ju2_Juarez_CH";"2025-09-09T14:13:24.000+00:00";"FINAL / PC / TS5400";"ITM-AE-JU-JUP1 CSG";"Juan Angel Rascon Valdez (JuP1/MFP71)";;;;;;;;"False"
"10.225.99.86";;"10.225.99.86";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-JU2-18_ROTAX";"MX_Ju2_Juarez_CH";"2025-09-09T14:13:24.000+00:00";"VERIFICACION CONECTOR / DESKTOP";"ITM-AE-JU-JUP1 CSG";"Luis Enrique Cordero Villegas (JuP1/MFP51)";;;;;;;;"False"
"10.226.214.175";;"10.226.214.175";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-JU2-260_PSZ-B203";"MX_Ju2_Juarez_CH";"";"";"";"";;;;;;;;"False"
"aguvm00010";"aguvm00010";"10.227.86.13";"2025-11-16T04:00:00.000+0100";"Bosch Intranet";"Server";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"ProMaster Virtualized Application Server";"ESX Server Service";"";"CN=AGUVM00010,OU=NewDeployed,OU=ITSEC,OU=SERVERCOMPUTERS,OU=Ci-winserver,OU=Applications,DC=us,DC=bosch,DC=com";;;;;;;"False"
"misvm00005";"misvm00005";"10.228.124.207";"2025-11-16T05:00:00.000+0100";"Bosch Intranet";"Server";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Robo Machine WMS";"ESX Server Service";"";"CN=MISVM00005,OU=NewDeployed,OU=ITSEC,OU=SERVERCOMPUTERS,OU=Ci-winserver,OU=Applications,DC=us,DC=bosch,DC=com";;;;;;;"False"
"mx4-c-00008";"mx4-c-00008";"10.228.6.144";"2025-10-22T22:00:00.000+0200";"Bosch Intranet";"Office";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"Latin America - Region 3";"EXTERNAL Luis Alberto Hernandez Garcia (RBMX/HSE1.1-SF)";"CN=MX4-C-00008,OU=Win10,OU=CLIENTCOMPUTERS,OU=Ci-winclient,OU=Applications,DC=us,DC=bosch,DC=com";;;;;;;"False"
"10.228.86.38";;"10.228.86.38";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.228.86.39";;"10.228.86.39";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.228.86.40";;"10.228.86.40";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.228.86.41";;"10.228.86.41";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.228.86.42";;"10.228.86.42";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.228.86.43";;"10.228.86.43";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.228.86.46";;"10.228.86.46";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.228.86.47";;"10.228.86.47";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.228.86.48";;"10.228.86.48";"2025-11-11T19:00:00.000+0100";"Bosch Security Layer";"Engeneering";"ENZ-SL4-AGU-0016_QMMLAB";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"10.23.234.122";;"10.23.234.122";"2025-10-22T17:00:00.000+0200";"Bosch Intranet";"Service";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"10.23.234.126";;"10.23.234.126";"2025-10-20T18:00:00.000+0200";"Bosch Intranet";"Service";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"10.23.234.85";;"10.23.234.85";"2025-11-05T14:00:00.000+0100";"Bosch Intranet";"Service";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"10.23.234.99";;"10.23.234.99";"2025-10-28T19:00:00.000+0100";"Bosch Intranet";"Service";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"ca0vm00280";"ca0vm00280";"10.234.70.138";"2025-11-18T17:00:00.000+0100";"Bosch Security Layer";"Server";"RSZ-SL4-443_VMGT_CA";"Campinas";"2025-09-09T14:13:24.000+00:00";"New Infra - Scan engine 3 -4";"ESX Server Service";"";"CN=CA0VM00280,OU=NoGPO,OU=SERVERCOMPUTERS,OU=Ci-unixserver,OU=Applications,DC=br,DC=bosch,DC=com";;;;;;;"False"
"ca0vm00281";"ca0vm00281";"10.234.70.139";"2025-11-18T17:00:00.000+0100";"Bosch Security Layer";"Server";"RSZ-SL4-443_VMGT_CA";"Campinas";"2025-09-09T14:13:24.000+00:00";"New Infra - scanner 1  - 3";"ESX Server Service";"";"CN=CA0VM00281,OU=NoGPO,OU=SERVERCOMPUTERS,OU=Ci-unixserver,OU=Applications,DC=br,DC=bosch,DC=com";;;;;;;"False"
"ad13aa5e9";"ad13aa5e9";"10.24.164.122";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AD-3_RWD-LINE-3";"US_Ad_Anderson_SC";"";"";"";"";;;;;;;;"False"
"kw102672";"kw102672";"10.24.177.207";"2025-11-19T06:00:00.000+0100";"Bosch Intranet";"Manufacturing";"NONE";"NONE";"";"";"";"";"CN=KW102672,OU=NonPeacy,OU=Clientcomputers,OU=Kw,DC=us,DC=bosch,DC=com";"OU=Kw,DC=us,DC=bosch,DC=com";"Kentwood,MI";;"US";"Kw";"Location OU for Kentwood,MI, USA";"False"
"tl-c-0036t";"tl-c-0036t";"10.24.219.153";"2025-11-13T19:00:00.000+0100";"Bosch Intranet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"LA Dispatch";"Itzel Nava Valdes (TlP/HRL1)";"CN=TL-C-0036T,OU=Win10,OU=CLIENTCOMPUTERS,OU=Ci-winclient,OU=Applications,DC=us,DC=bosch,DC=com";;;;;;;"False"
"tl-c-0036t";"tl-c-0036t";"10.24.219.153";"2025-11-13T19:00:00.000+0100";"Bosch Intranet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"LA Dispatch";"Itzel Nava Valdes (TlP/HRL1)";"CN=TL-C-0036T,OU=Win10,OU=CLIENTCOMPUTERS,OU=Ci-winclient,OU=Applications,DC=us,DC=bosch,DC=com";;;;;;;"False"
"tl-c-0026h";"tl-c-0026h";"10.24.219.70";"2025-11-01T12:00:00.000+0100";"Bosch Intranet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"Latin America - Region 3";"Andres Gonzalez Eligio (C/AUP11-MX12)";"CN=TL-C-0026H,OU=Win10,OU=CLIENTCOMPUTERS,OU=Ci-winclient,OU=Applications,DC=us,DC=bosch,DC=com";;;;;;;"False"
"tl-c-002uy";"tl-c-002uy";"10.24.222.115";"2025-10-29T01:00:00.000+0100";"Bosch Intranet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"Latin America - Region 3";"Samuel Ramirez Becerra (TlP/LOW11)";"CN=TL-C-002UY,OU=WinShared,OU=Win10,OU=CLIENTCOMPUTERS,OU=Ci-winclient,OU=Applications,DC=us,DC=bosch,DC=com";;;;;;;"False"
"tl-c-002ue";;"10.24.222.83";"2025-10-25T14:00:00.000+0200";"Bosch Intranet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"Latin America - Region 3";"Leon Diaz Torres (TlP/LOW23)";;;;;;;;"False"
"aguets203";"aguets203";"10.24.243.167";"2025-11-10T23:00:00.000+0100";"Bosch Security Layer";"Lab";"ENZ-SL4-AGUP-0015_ECP";"MX_Agu_Aguascalientes_AG";"";"";"";"";"CN=AGUETS203,OU=Clientcomputers,OU=Agu,DC=us,DC=bosch,DC=com";"OU=Agu,DC=us,DC=bosch,DC=com";"Aguascalientes";;"MX";"Agu";"Location OU for Aguascalientes, Mexico";"False"
"10.24.243.181";;"10.24.243.181";"2025-11-10T23:00:00.000+0100";"Bosch Security Layer";"Lab";"ENZ-SL4-AGUP-0015_ECP";"MX_Agu_Aguascalientes_AG";"";"";"";"";;;;;;;;"False"
"eh-c-00176";"eh-c-000gk";"10.27.113.117";"2025-11-05T09:00:00.000+0100";"Bosch Intranet";"Office_WLAN";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"Germany North East3";"Jens Schulze (EhP/TEF3.2)";"CN=EH-C-000GK,OU=Win10,OU=CLIENTCOMPUTERS,OU=Ci-winclient,OU=Applications,DC=de,DC=bosch,DC=com";;;;;;;"False"
"eh-c-00176";"eh-c-000gk";"10.27.113.117";"2025-11-05T09:00:00.000+0100";"Bosch Intranet";"Office_WLAN";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"n/a";"Germany North East3";"Jens Schulze (EhP/TEF3.2)";"CN=EH-C-000GK,OU=Win10,OU=CLIENTCOMPUTERS,OU=Ci-winclient,OU=Applications,DC=de,DC=bosch,DC=com";;;;;;;"False"
"hl-z1268";"hl-z1268";"10.28.19.214";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0019_SECURE-FLAECHENNETZ-HL101";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"Moehwald Pruefstand CRI2000-HQ INV10314";"ITM-PS-HlP CSG";"Richard Billinger (HlP/MFW11)";"CN=HL-Z1268,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl-z2667";"hl-z2667";"10.28.19.232";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0019_SECURE-FLAECHENNETZ-HL101";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"Trumpf Laser IMA-Anlage INV10652";"ITM-PS-HlP CSG";"Richard Billinger (HlP/MFW11)";"CN=HL-Z2667,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl-z2552";"hl-z2552";"10.28.19.233";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0019_SECURE-FLAECHENNETZ-HL101";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"Fernwartungsrechner SEC-Lan";"Germany South East, Austria2";"Stefan Entfellner (HlP/TEF4)";"CN=HL-Z2552,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl-z1926";"hl-z1926";"10.28.19.246";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0019_SECURE-FLAECHENNETZ-HL101";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"INV10589";"ITM-PS-HlP CSG";"Alexander Fischer (HlP/MFE12)";"CN=HL-Z1926,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl22032";"hl22032";"10.28.45.136";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0045_SECURE_FLAECHENNETZ_WERK1_HL1XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"Pruefstand Moehwald Testing";"ITM-PS-HlP CSG";"Rupert Entfellner (HlP/MFW12)";"CN=HL22032,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl-z3513";"hl-z3513";"10.28.45.149";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0045_SECURE_FLAECHENNETZ_WERK1_HL1XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"LineoMatic - Luftmessschlitten";"ITM-PS-HlP CSG";"Andreas Lienbacher (HlP/TEF1)";"CN=HL-Z3513,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl22807";"hl22807";"10.28.45.217";"2025-10-27T10:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0045_SECURE_FLAECHENNETZ_WERK1_HL1XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"Schraub PC INV10326";"ITM-PS-HlP CSG";"Patrick Schnitzhofer (HlP/MFW15)";"CN=HL22807,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl-z1984";"hl-z1984";"10.28.46.192";"2025-11-13T07:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"QMM Pruefstand CRI-2000-Hl";"ITM-PS-HlP CSG";"Nikolaus Wallinger (PS/QMM1-HlP)";"CN=HL-Z1984,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl-z1399";"hl-z1399";"10.28.46.218";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"Laserbeschriftung INV 10476";"ITM-PS-HlP CSG";"Arno Seiringer (HlP/COS)";"CN=HL-Z1399,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl20054";"hl20054";"10.28.46.237";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"MAE Zeiss INV6821";"ITM-PS-HlP CSG";"Marco Schnitzhofer (HlP/COS2)";"CN=HL20054,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"hl-z4650";"hl-z4650";"10.28.46.242";"2025-11-06T13:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"Walter Messmaschine";"ITM-PS-HlP CSG";"Marco Schnitzhofer (HlP/COS2)";"CN=HL-Z4650,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"10.28.46.46";;"10.28.46.46";"2025-10-22T07:00:00.000+0200";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"Form Talysurf";"Germany South East, Austria2";"";;;;;;;;"False"
"hl22822";"hl22822";"10.28.47.160";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HL-0047_SECURE_FLAECHENNETZ_WERK2_HL5XX";"AT_Hl_Hallein";"2025-09-09T14:13:24.000+00:00";"MAE Zeiss";"ITM-PS-HlP CSG";"Andreas Lienbacher (HlP/TEF1)";"CN=HL22822,OU=Clientcomputers,OU=Hl,DC=emea,DC=bosch,DC=com";"OU=Hl,DC=emea,DC=bosch,DC=com";"Hallein";;"AT";"Hl";"Location OU for Hallein, Austria";"False"
"skomm2";"skomm2";"10.33.113.13";"2025-11-16T04:00:00.000+0100";"Bosch Security Layer";"Server";"LRSZ-SL4-NU8-2331-SERVER_NU8";"DE_Nu8_Nuernberg";"2025-10-01T03:49:11.000+00:00";"";"";"Sebastian.Schoebinger@de.bosch.com";;;;;;;;"False"
